"","hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18_19_7_day_sum","previous_day_admission_adult_covid_confirmed_20_29_7_day_sum","previous_day_admission_adult_covid_confirmed_30_39_7_day_sum","previous_day_admission_adult_covid_confirmed_40_49_7_day_sum","previous_day_admission_adult_covid_confirmed_50","previous_day_admission_adult_covid_confirmed_60","previous_day_admission_adult_covid_confirmed_70","previous_day_admission_adult_covid_confirmed_80","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ed_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18","previous_day_admission_adult_covid_suspected_20","previous_day_admission_adult_covid_suspected_30","previous_day_admission_adult_covid_suspected_40","previous_day_admission_adult_covid_suspected_50","previous_day_admission_adult_covid_suspected_60","previous_day_admission_adult_covid_suspected_70_79_7_day_sum","previous_day_admission_adult_covid_suspected_80","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ed_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address"
"124","030043","2021-03-05T00:00:00.000","AZ","030043","CANYON VISTA MEDICAL CENTER","5700 EAST HIGHWAY 90","SIERRA VISTA",85635,"Short Term",4003,"true",91,91,68,48.6,48.6,9.7,8.4,0,0,68,20,20,16.7,16.7,5.4,5,0,0,0,637,637,476,340,340,68,59,0,0,476,140,140,117,117,38,35,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,-999999,0,-999999,-999999,0,-999999,0,0,194,-999999,0,0,0,0,0,0,-999999,0,0,0,519,0,"POINT (-110.230726 31.554635)"
"125","031302","2021-03-05T00:00:00.000","AZ","031302","NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","901 WEST REX ALLEN DRIVE","WILLCOX",85643,"Critical Access Hospitals",4003,"true",18,18,12,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,108,108,72,24,24,0,0,0,0,72,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,67,0,"POINT (-109.837613 32.264268)"
"126","031312","2021-03-05T00:00:00.000","AZ","031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","BISBEE",85603,"Critical Access Hospitals",4003,"true",43,43,21,8.4,8.4,-999999,-999999,0,0,21,0,0,0,0,0,0,0,0,0,301,301,147,59,59,14,14,0,0,147,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,-999999,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,301,0,"POINT (-109.8826 31.417254)"
"127","030023","2021-03-05T00:00:00.000","AZ","030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF",86001,"Short Term",4005,"true",264,232,217.1,212.9,184.4,19.7,18.3,-999999,-999999,221.6,41.4,36.7,34.1,34.1,-999999,-999999,0,0,0,1848,1624,1520,1490,1291,138,128,-999999,-999999,1551,290,257,239,239,21,20,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,-999999,-999999,-999999,-999999,5,-999999,-999999,0,0,340,5,0,0,0,-999999,0,-999999,0,-999999,0,0,761,0,"POINT (-111.644835 35.209534)"
"128","031304","2021-03-05T00:00:00.000","AZ","031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","PAGE",86040,"Critical Access Hospitals",4005,"true",27,27,20,-999999,-999999,-999999,-999999,0,0,20,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,189,189,140,16,16,-999999,-999999,0,0,140,21,21,-999999,-999999,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,97,0,"POINT (-111.463186 36.91696)"
"129","031314","2021-03-05T00:00:00.000","AZ","031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","GLOBE",85501,"Critical Access Hospitals",4007,"true",50,50,50,14.9,14.9,-999999,-999999,0,0,50,6,6,-999999,-999999,0,0,0,0,0,350,350,350,104,104,10,10,0,0,350,42,42,19,19,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,49,0,0,0,0,0,0,0,0,0,0,0,262,0,"POINT (-110.826224 33.407206)"
"130","031318","2021-03-05T00:00:00.000","AZ","031318","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON",85541,"Critical Access Hospitals",4007,"true",37,37,33,10.6,10.6,-999999,-999999,0,0,33,7,7,-999999,-999999,0,0,0,0,0,259,259,231,74,74,-999999,-999999,0,0,231,49,49,12,12,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,-999999,0,-999999,0,0,-999999,0,0,185,0,"POINT (-111.321361 34.231351)"
"131","030068","2021-03-05T00:00:00.000","AZ","030068","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD",85546,"Short Term",4009,"true",36.7,31.7,18.3,16.1,15.4,-999999,-999999,0,0,22.9,6,6,-999999,-999999,0,0,0,0,0,257,222,128,113,108,-999999,-999999,0,0,160,42,42,8,7,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,313,0,"POINT (-109.732994 32.821883)"
"132","031317","2021-03-05T00:00:00.000","AZ","031317","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","PARKER",85344,"Critical Access Hospitals",4012,"false",35,35,35,11.6,9,-999999,-999999,0,0,35,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,245,245,245,81,63,-999999,-999999,0,0,245,14,14,14,13,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,37,-999999,0,0,-999999,0,0,0,0,0,0,0,175,0,"POINT (-114.285597 34.135137)"
"133","032000","2021-03-05T00:00:00.000","AZ","032000","CURAHEALTH NORTHWEST PHOENIX","13216 NORTH PLAZA DEL RIO BLVD","PEORIA",85381,"Long Term",4013,"true",27,27,27,11.7,11.7,8.7,8.7,0,0,27,0,0,0,0,0,0,0,0,0,189,189,189,82,82,61,61,0,0,189,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-112.26027 33.603493)"
"134","030103","2021-03-05T00:00:00.000","AZ","030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX",85054,"Short Term",4013,"true",354.7,354.7,309.7,274,274,16.9,8.1,0,0,309.7,36.9,36.9,27.9,27.9,-999999,-999999,0,0,0,2483,2483,2168,1918,1918,118,57,0,0,2168,258,258,195,195,19,15,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,-999999,-999999,-999999,-999999,0,0,28,15,0,0,0,-999999,-999999,5,-999999,-999999,0,0,836,0,"POINT (-111.955659 33.663312)"
"135","032001","2021-03-05T00:00:00.000","AZ","032001","SELECT SPECIALTY HOSPITAL PHOENIX","350 WEST THOMAS ROAD, 3RD FLOOR","PHOENIX",85013,"Long Term",4013,"true",48,48,48,47.1,47.1,0,0,0,0,48,0,0,0,0,0,0,0,0,0,336,336,336,330,330,0,0,0,0,336,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-112.079208 33.480294)"
"136","032005","2021-03-05T00:00:00.000","AZ","032005","SELECT SPECIALTY HOSPITAL ARIZONA","1111 EAST MCDOWELL RD, 11TH FLOOR","PHOENIX",85006,"Long Term",4013,"true",65,65,65,54.6,54.6,0,0,0,0,65,0,0,0,0,0,0,0,0,0,455,455,455,382,382,0,0,0,0,455,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-112.058127 33.465724)"
"137","030088","2021-03-05T00:00:00.000","AZ","030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","MESA",85206,"Short Term",4013,"true",448,448,448,227.4,227.4,37.3,26,0,0,448,52,52,11.1,11.1,4.9,-999999,0,0,0,3136,3136,3136,1592,1592,261,182,0,0,3136,364,364,78,78,34,25,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,0,-999999,-999999,6,-999999,7,5,0,0,212,62,0,-999999,-999999,-999999,4,17,24,12,0,0,849,0,"POINT (-111.688045 33.410465)"
"138","030089","2021-03-05T00:00:00.000","AZ","030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE",85306,"Short Term",4013,"true",782.4,717.4,606.4,372.6,372.6,28,14.7,-999999,-999999,606.4,107.4,107.4,51.4,51.4,7.6,-999999,0,0,0,5477,5022,4245,2608,2608,196,103,4,-999999,4245,752,752,360,360,53,26,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,19,-999999,-999999,-999999,-999999,4,4,-999999,-999999,0,0,236,69,0,8,7,5,13,13,14,9,0,6,1201,0,"POINT (-112.178698 33.610731)"
"139","030024","2021-03-05T00:00:00.000","AZ","030024","ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX",85013,"Short Term",4013,"true",512.9,471.3,421,435,396.3,36,35.4,-999999,0,462.6,147.3,105.7,138.4,99.7,17.9,17.6,0,0,0,3590,3299,2947,3045,2774,252,248,9,0,3238,1031,740,969,698,125,123,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,-999999,-999999,-999999,0,4,4,7,-999999,0,0,230,73,5,22,19,-999999,11,5,6,-999999,0,4,1720,0,"POINT (-112.079208 33.480294)"
"140","030038","2021-03-05T00:00:00.000","AZ","030038","HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE",85251,"Short Term",4013,"true",440,418,376,229.3,222.6,12.7,11.1,0,0,398,74,74,26.7,26.7,-999999,-999999,0,0,0,3080,2926,2632,1605,1558,89,78,0,0,2786,518,518,187,187,22,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,-999999,0,0,-999999,0,0,4,0,0,308,0,0,0,0,0,0,0,0,0,0,0,789,0,"POINT (-111.922725 33.487639)"
"141","030110","2021-03-05T00:00:00.000","AZ","030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","GOODYEAR",85395,"Short Term",4013,"true",227.7,219.4,172.7,202.4,172.7,35.3,32,0,0,202.4,85.1,49,26.1,23.9,14,13.7,0,0,0,1594,1536,1209,1417,1209,247,224,0,0,1417,596,343,183,167,98,96,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,-999999,-999999,-999999,-999999,-999999,0,0,0,84,16,0,-999999,-999999,0,4,-999999,4,4,0,0,1219,0,"POINT (-112.354024 33.464283)"
"142","030115","2021-03-05T00:00:00.000","AZ","030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX",85037,"Short Term",4013,"true",542,540,495,243.4,243.4,36,18.6,0,0,495,72,72,28.9,28.9,5.9,4,0,0,0,3794,3780,3465,1704,1704,252,130,0,0,3465,504,504,202,202,41,28,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0,-999999,-999999,0,4,0,-999999,-999999,0,0,261,77,0,6,6,10,19,19,11,6,0,0,1237,0,"POINT (-112.257936 33.479558)"
"143","030093","2021-03-05T00:00:00.000","AZ","030093","BANNER DEL E. WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","SUN CITY WEST",85375,"Short Term",4013,"true",554.1,549.1,459.1,254.9,254.9,35.7,18.1,0,0,459.1,51,51,22.1,22.1,4.7,-999999,0,0,0,3879,3844,3214,1784,1784,250,127,0,0,3214,357,357,155,155,33,20,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,27,0,0,0,-999999,-999999,6,15,-999999,0,0,199,79,0,0,5,5,4,11,32,22,0,0,836,0,"POINT (-112.371939 33.658307)"
"144","030022","2021-03-05T00:00:00.000","AZ","030022","VALLEYWISE HEALTH MEDICAL CENTER","2601 EAST ROOSEVELT STREET","PHOENIX",85008,"Short Term",4013,"true",790,698,669,456.9,452,16.4,11.6,-999999,0,703,55,48,22.9,22.4,-999999,-999999,0,0,0,5530,4886,4683,3198,3164,115,81,4,0,4921,385,336,160,157,24,24,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,0,4,4,-999999,0,-999999,-999999,-999999,0,-999999,394,0,0,0,0,0,0,0,0,0,0,0,869,0,"POINT (-112.02643 33.458525)"
"145","030123","2021-03-05T00:00:00.000","AZ","030123","HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR","7400 EAST THOMPSON PEAK PARKWAY","SCOTTSDALE",85255,"Short Term",4013,"true",166,166,150,95.9,95.4,6.4,6.3,0,0,150,10,10,-999999,-999999,0,0,0,0,0,1162,1162,1050,671,668,45,44,0,0,1050,70,70,17,17,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,-999999,0,-999999,-999999,0,0,169,-999999,0,0,0,0,0,0,-999999,0,0,0,439,0,"POINT (-111.921803 33.669777)"
"146","030065","2021-03-05T00:00:00.000","AZ","030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","MESA",85202,"Short Term",4013,"true",879.9,766.9,716.9,452.6,452.6,46.4,26,6.3,-999999,716.9,160,160,71.9,71.9,12.3,7.7,0,0,0,6159,5368,5018,3168,3168,325,182,44,7,5018,1120,1120,503,503,86,54,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,26,-999999,-999999,4,-999999,-999999,6,5,-999999,0,-999999,287,97,0,5,7,12,8,27,19,19,0,0,1429,0,"POINT (-111.874624 33.39091)"
"147","030037","2021-03-05T00:00:00.000","AZ","030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX",85006,"Short Term",4013,"true",94,94,74,26.9,26.9,-999999,-999999,0,0,74,10,10,6.1,6.1,-999999,-999999,0,0,0,658,658,518,188,188,24,24,0,0,518,70,70,43,43,17,17,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,-999999,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,401,0,"POINT (-112.042767 33.451436)"
"148","030083","2021-03-05T00:00:00.000","AZ","030083","ABRAZO SCOTTSDALE CAMPUS","3929 EAST BELL ROAD","PHOENIX",85032,"Short Term",4013,"true",56,56,53.4,53.4,53.4,5.1,4.9,0,0,53.4,14,14,6.3,6.3,-999999,-999999,0,0,0,392,392,374,374,374,36,34,0,0,374,98,98,44,44,8,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,-999999,0,-999999,-999999,0,0,0,0,77,15,0,-999999,4,0,-999999,-999999,-999999,4,0,0,403,0,"POINT (-111.997692 33.640603)"
"149","030112","2021-03-05T00:00:00.000","AZ","030112","ARIZONA SPECIALTY HOSPITAL","2905 WEST WARNER ROAD, SUITE 1","CHANDLER",85224,"Short Term",4013,"true",39,39,24,5.7,5.7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,273,273,168,40,40,0,0,0,0,168,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-111.891133 33.33484)"
"150","030087","2021-03-05T00:00:00.000","AZ","030087","HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","SCOTTSDALE",85260,"Short Term",4013,"true",580,462,422,364.3,311.3,13.7,12.7,-999999,-999999,540,57,33,48.6,20.1,4,4,0,0,0,4060,3234,2954,2550,2179,96,89,4,-999999,3780,399,231,340,141,28,28,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,-999999,0,0,0,-999999,-999999,0,0,-999999,327,4,0,-999999,-999999,0,0,0,0,0,0,0,853,0,"POINT (-111.886032 33.582467)"
"151","030092","2021-03-05T00:00:00.000","AZ","030092","HONORHEALTH DEER VALLEY MEDICAL CENTER","19829 NORTH 27TH AVENUE","PHOENIX",85027,"Short Term",4013,"true",320,320,242,188.4,187.1,16.6,15.3,0,0,242,40,40,25.3,25.3,4,4,0,0,0,2240,2240,1694,1319,1310,116,107,0,0,1694,280,280,177,177,28,28,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0,0,-999999,-999999,5,-999999,-999999,-999999,0,0,322,-999999,0,-999999,0,0,0,0,0,0,0,0,951,0,"POINT (-112.117188 33.666425)"
"152","030094","2021-03-05T00:00:00.000","AZ","030094","ABRAZO ARROWHEAD CAMPUS","18701 NORTH 67TH AVENUE","GLENDALE",85308,"Short Term",4013,"true",232.3,232.3,189,189,189,-999999,-999999,0,0,189,59,41.1,37.6,32.4,-999999,-999999,0,0,0,1626,1626,1323,1323,1323,25,23,0,0,1323,413,288,263,227,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,-999999,0,-999999,-999999,0,0,0,0,0,62,-999999,0,0,0,0,0,0,-999999,0,0,0,916,0,"POINT (-112.202889 33.655042)"
"153","030108","2021-03-05T00:00:00.000","AZ","030108","CORE INSTITUTE SPECIALTY HOSPITAL, THE","6501 NORTH 19TH AVENUE","PHOENIX",85015,"Short Term",4013,"true",45,45,28,7.6,7.6,0,0,0,0,40,0,0,0,0,0,0,0,0,0,315,315,196,53,53,0,0,0,0,280,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-112.099614 33.531837)"
"154","030121","2021-03-05T00:00:00.000","AZ","030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA",85209,"Short Term",4013,"true",201,197,167,116.9,116.1,16,14,0,0,171,28,28,22.3,22.3,7.6,6.9,0,0,0,1407,1379,1169,818,813,112,98,0,0,1197,196,196,156,156,53,48,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,-999999,0,-999999,-999999,-999999,-999999,0,0,0,84,8,0,0,0,0,-999999,-999999,-999999,-999999,0,0,590,0,"POINT (-111.615329 33.3911)"
"155","030107","2021-03-05T00:00:00.000","AZ","030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","MESA",85206,"Short Term",4013,"true",23,23,11.7,5.3,-999999,0,0,0,0,23,0,0,0,0,0,0,0,0,0,161,161,82,37,24,0,0,0,0,161,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-111.734695 33.379206)"
"156","030122","2021-03-05T00:00:00.000","AZ","030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT",85234,"Short Term",4013,"true",241,234,204,153.6,153.6,6.6,-999999,0,0,204,36,36,10.1,10.1,0,0,0,0,0,1687,1638,1428,1075,1075,46,10,0,0,1428,252,252,71,71,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,-999999,0,0,-999999,-999999,-999999,0,0,0,193,37,0,-999999,-999999,4,6,11,8,4,0,-999999,685,0,"POINT (-111.719634 33.384225)"
"157","030002","2021-03-05T00:00:00.000","AZ","030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","1111 EAST MCDOWELL ROAD","PHOENIX",85006,"Short Term",4013,"true",948,935,828,495.4,495.4,37.9,20,-999999,-999999,828,217,217,109.6,109.6,9.3,5.7,0,0,0,6636,6545,5796,3468,3468,265,140,6,6,5796,1519,1519,767,767,65,40,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,-999999,-999999,-999999,5,-999999,-999999,4,-999999,0,0,208,71,0,10,8,8,11,12,11,11,0,0,1127,0,"POINT (-112.058127 33.465724)"
"158","032006","2021-03-05T00:00:00.000","AZ","032006","KPC PROMISE HOSPITAL OF PHOENIX, LLC","433 EAST 6TH STREET","MESA",85203,"Long Term",4013,"true",36,36,36,27.8,27.8,0,0,0,0,36,6,6,6,6,0,0,0,0,0,216,216,216,167,167,0,0,0,0,216,36,36,36,36,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-111.821545 33.425979)"
"159","030131","2021-03-05T00:00:00.000","AZ","030131","O.A.S.I.S. HOSPITAL","750 NORTH 40TH STREET","PHOENIX",85008,"Short Term",4013,"true",64,64,64,22.6,22.6,0,0,0,0,64,4,4,0,0,0,0,0,0,0,448,448,448,158,158,0,0,0,0,448,28,28,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-111.99521 33.45672)"
"160","030014","2021-03-05T00:00:00.000","AZ","030014","HONORHEALTH JOHN C. LINCOLN MEDICAL CENTER","250 EAST DUNLAP AVENUE","PHOENIX",85020,"Short Term",4013,"true",396,396,356,171.9,171.4,13.4,12.9,0,0,356,55,55,28.9,28.9,-999999,-999999,0,0,0,2772,2772,2492,1203,1200,94,90,0,0,2492,385,385,202,202,17,17,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0,0,0,-999999,4,-999999,5,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,719,0,"POINT (-112.07063 33.567754)"
"161","033302","2021-03-05T00:00:00.000","AZ","033302","PHOENIX CHILDREN'S HOSPITAL","1919 EAST THOMAS ROAD","PHOENIX",85016,"Childrens Hospitals",4013,"true",375,0,0,240.6,0,0,0,9.7,9.7,375,120,0,63.4,0,0,0,34,0,0,2625,0,0,1684,0,0,0,68,68,2625,840,0,444,0,0,0,238,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,-999999,1313,0,"POINT (-112.041193 33.480216)"
"162","030036","2021-03-05T00:00:00.000","AZ","030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER",85224,"Short Term",4013,"true",455.9,440.3,402.9,388.9,375,27,24.3,0,0,418.4,51.7,42.1,44.3,36.1,5,4.9,0,0,0,3191,3082,2820,2722,2625,189,170,0,0,2929,362,295,310,253,35,34,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,39,0,-999999,6,7,4,7,7,7,0,0,140,19,0,0,0,-999999,-999999,4,8,-999999,0,0,1212,0,"POINT (-111.873508 33.298691)"
